timestamp_saved,timestamp,type,region_name,totalClients,totalClientsWithoutService,totalClientsWithService,percentageClientsWithoutService,percentageClientsWithService
07/23/2023 07:15 PM,07/23/2023 03:15 PM,region,Arecibo,177369,191,177178,0.11,99.89
07/23/2023 07:15 PM,07/23/2023 03:15 PM,region,Bayamon,216496,25274,191222,11.67,88.33
07/23/2023 07:15 PM,07/23/2023 03:15 PM,region,Carolina,141663,8,141655,0.01,99.99
07/23/2023 07:15 PM,07/23/2023 03:15 PM,region,Caguas,250514,267,250247,0.11,99.89
07/23/2023 07:15 PM,07/23/2023 03:15 PM,region,Mayaguez,216605,13110,203495,6.05,93.95
07/23/2023 07:15 PM,07/23/2023 03:15 PM,region,Ponce,212508,116,212392,0.05,99.95
07/23/2023 07:15 PM,07/23/2023 03:15 PM,region,San Juan,253068,672,252396,0.27,99.73
07/23/2023 07:17 PM,07/23/2023 03:15 PM,totals,,1468223,39638,1428585,2.7,97.3
07/23/2023 07:17 PM,07/23/2023 03:15 PM,region,Arecibo,177369,191,177178,0.11,99.89
07/23/2023 07:17 PM,07/23/2023 03:15 PM,region,Bayamon,216496,25274,191222,11.67,88.33
07/23/2023 07:17 PM,07/23/2023 03:15 PM,region,Carolina,141663,8,141655,0.01,99.99
07/23/2023 07:17 PM,07/23/2023 03:15 PM,region,Caguas,250514,267,250247,0.11,99.89
07/23/2023 07:17 PM,07/23/2023 03:15 PM,region,Mayaguez,216605,13110,203495,6.05,93.95
07/23/2023 07:17 PM,07/23/2023 03:15 PM,region,Ponce,212508,116,212392,0.05,99.95
07/23/2023 07:17 PM,07/23/2023 03:15 PM,region,San Juan,253068,672,252396,0.27,99.73
07/23/2023 07:20 PM,07/23/2023 03:20 PM,totals,,1468223,29117,1439106,1.98,98.02
07/23/2023 07:20 PM,07/23/2023 03:20 PM,region,Arecibo,177369,312,177057,0.18,99.82
07/23/2023 07:20 PM,07/23/2023 03:20 PM,region,Bayamon,216496,12647,203849,5.84,94.16
07/23/2023 07:20 PM,07/23/2023 03:20 PM,region,Carolina,141663,8,141655,0.01,99.99
07/23/2023 07:20 PM,07/23/2023 03:20 PM,region,Caguas,250514,267,250247,0.11,99.89
07/23/2023 07:20 PM,07/23/2023 03:20 PM,region,Mayaguez,216605,13110,203495,6.05,93.95
07/23/2023 07:20 PM,07/23/2023 03:20 PM,region,Ponce,212508,116,212392,0.05,99.95
07/23/2023 07:20 PM,07/23/2023 03:20 PM,region,San Juan,253068,2657,250411,1.05,98.95
07/23/2023 07:22 PM,07/23/2023 03:20 PM,totals,,1468223,29117,1439106,1.98,98.02
07/23/2023 07:22 PM,07/23/2023 03:20 PM,region,Arecibo,177369,312,177057,0.18,99.82
07/23/2023 07:22 PM,07/23/2023 03:20 PM,region,Bayamon,216496,12647,203849,5.84,94.16
07/23/2023 07:22 PM,07/23/2023 03:20 PM,region,Carolina,141663,8,141655,0.01,99.99
07/23/2023 07:22 PM,07/23/2023 03:20 PM,region,Caguas,250514,267,250247,0.11,99.89
07/23/2023 07:22 PM,07/23/2023 03:20 PM,region,Mayaguez,216605,13110,203495,6.05,93.95
07/23/2023 07:22 PM,07/23/2023 03:20 PM,region,Ponce,212508,116,212392,0.05,99.95
07/23/2023 07:22 PM,07/23/2023 03:20 PM,region,San Juan,253068,2657,250411,1.05,98.95
07/23/2023 07:25 PM,07/23/2023 03:25 PM,totals,,1468223,29421,1438802,2.0,98.0
07/23/2023 07:25 PM,07/23/2023 03:25 PM,region,Arecibo,177369,325,177044,0.18,99.82
07/23/2023 07:25 PM,07/23/2023 03:25 PM,region,Bayamon,216496,12647,203849,5.84,94.16
07/23/2023 07:25 PM,07/23/2023 03:25 PM,region,Carolina,141663,8,141655,0.01,99.99
07/23/2023 07:25 PM,07/23/2023 03:25 PM,region,Caguas,250514,267,250247,0.11,99.89
07/23/2023 07:25 PM,07/23/2023 03:25 PM,region,Mayaguez,216605,13173,203432,6.08,93.92
07/23/2023 07:25 PM,07/23/2023 03:25 PM,region,Ponce,212508,117,212391,0.06,99.94
07/23/2023 07:25 PM,07/23/2023 03:25 PM,region,San Juan,253068,2884,250184,1.14,98.86
07/23/2023 07:28 PM,07/23/2023 03:25 PM,totals,,1468223,29421,1438802,2.0,98.0
07/23/2023 07:28 PM,07/23/2023 03:25 PM,region,Arecibo,177369,325,177044,0.18,99.82
07/23/2023 07:28 PM,07/23/2023 03:25 PM,region,Bayamon,216496,12647,203849,5.84,94.16
07/23/2023 07:28 PM,07/23/2023 03:25 PM,region,Carolina,141663,8,141655,0.01,99.99
07/23/2023 07:28 PM,07/23/2023 03:25 PM,region,Caguas,250514,267,250247,0.11,99.89
07/23/2023 07:28 PM,07/23/2023 03:25 PM,region,Mayaguez,216605,13173,203432,6.08,93.92
07/23/2023 07:28 PM,07/23/2023 03:25 PM,region,Ponce,212508,117,212391,0.06,99.94
07/23/2023 07:28 PM,07/23/2023 03:25 PM,region,San Juan,253068,2884,250184,1.14,98.86
07/23/2023 07:30 PM,07/23/2023 03:30 PM,totals,,1468223,29374,1438849,2.0,98.0
07/23/2023 07:30 PM,07/23/2023 03:30 PM,region,Arecibo,177369,336,177033,0.19,99.81
07/23/2023 07:30 PM,07/23/2023 03:30 PM,region,Bayamon,216496,12648,203848,5.84,94.16
07/23/2023 07:30 PM,07/23/2023 03:30 PM,region,Carolina,141663,8,141655,0.01,99.99
07/23/2023 07:30 PM,07/23/2023 03:30 PM,region,Caguas,250514,267,250247,0.11,99.89
07/23/2023 07:30 PM,07/23/2023 03:30 PM,region,Mayaguez,216605,13114,203491,6.05,93.95
07/23/2023 07:30 PM,07/23/2023 03:30 PM,region,Ponce,212508,117,212391,0.06,99.94
07/23/2023 07:30 PM,07/23/2023 03:30 PM,region,San Juan,253068,2884,250184,1.14,98.86
07/23/2023 07:34 PM,07/23/2023 03:30 PM,totals,,1468223,29374,1438849,2.0,98.0
07/23/2023 07:34 PM,07/23/2023 03:30 PM,region,Arecibo,177369,336,177033,0.19,99.81
07/23/2023 07:34 PM,07/23/2023 03:30 PM,region,Bayamon,216496,12648,203848,5.84,94.16
07/23/2023 07:34 PM,07/23/2023 03:30 PM,region,Carolina,141663,8,141655,0.01,99.99
07/23/2023 07:34 PM,07/23/2023 03:30 PM,region,Caguas,250514,267,250247,0.11,99.89
07/23/2023 07:34 PM,07/23/2023 03:30 PM,region,Mayaguez,216605,13114,203491,6.05,93.95
07/23/2023 07:34 PM,07/23/2023 03:30 PM,region,Ponce,212508,117,212391,0.06,99.94
07/23/2023 07:34 PM,07/23/2023 03:30 PM,region,San Juan,253068,2884,250184,1.14,98.86
07/23/2023 07:35 PM,07/23/2023 03:35 PM,totals,,1468223,29298,1438925,2.0,98.0
07/23/2023 07:35 PM,07/23/2023 03:35 PM,region,Arecibo,177369,273,177096,0.15,99.85
07/23/2023 07:35 PM,07/23/2023 03:35 PM,region,Bayamon,216496,12649,203847,5.84,94.16
07/23/2023 07:35 PM,07/23/2023 03:35 PM,region,Carolina,141663,1,141662,0.0,100.0
07/23/2023 07:35 PM,07/23/2023 03:35 PM,region,Caguas,250514,268,250246,0.11,99.89
07/23/2023 07:35 PM,07/23/2023 03:35 PM,region,Mayaguez,216605,13117,203488,6.06,93.94
07/23/2023 07:35 PM,07/23/2023 03:35 PM,region,Ponce,212508,117,212391,0.06,99.94
07/23/2023 07:35 PM,07/23/2023 03:35 PM,region,San Juan,253068,2873,250195,1.14,98.86
07/23/2023 07:40 PM,07/23/2023 03:40 PM,totals,,1468223,29578,1438645,2.01,97.99
07/23/2023 07:40 PM,07/23/2023 03:40 PM,region,Arecibo,177369,270,177099,0.15,99.85
07/23/2023 07:40 PM,07/23/2023 03:40 PM,region,Bayamon,216496,12965,203531,5.99,94.01
07/23/2023 07:40 PM,07/23/2023 03:40 PM,region,Carolina,141663,1,141662,0.0,100.0
07/23/2023 07:40 PM,07/23/2023 03:40 PM,region,Caguas,250514,267,250247,0.11,99.89
07/23/2023 07:40 PM,07/23/2023 03:40 PM,region,Mayaguez,216605,13123,203482,6.06,93.94
07/23/2023 07:40 PM,07/23/2023 03:40 PM,region,Ponce,212508,81,212427,0.04,99.96
07/23/2023 07:40 PM,07/23/2023 03:40 PM,region,San Juan,253068,2871,250197,1.13,98.87
07/23/2023 07:40 PM,07/23/2023 03:40 PM,totals,,1468223,29578,1438645,2.01,97.99
07/23/2023 07:40 PM,07/23/2023 03:40 PM,region,Arecibo,177369,270,177099,0.15,99.85
07/23/2023 07:40 PM,07/23/2023 03:40 PM,region,Bayamon,216496,12965,203531,5.99,94.01
07/23/2023 07:40 PM,07/23/2023 03:40 PM,region,Carolina,141663,1,141662,0.0,100.0
07/23/2023 07:40 PM,07/23/2023 03:40 PM,region,Caguas,250514,267,250247,0.11,99.89
07/23/2023 07:40 PM,07/23/2023 03:40 PM,region,Mayaguez,216605,13123,203482,6.06,93.94
07/23/2023 07:40 PM,07/23/2023 03:40 PM,region,Ponce,212508,81,212427,0.04,99.96
07/23/2023 07:40 PM,07/23/2023 03:40 PM,region,San Juan,253068,2871,250197,1.13,98.87
07/23/2023 07:45 PM,07/23/2023 03:45 PM,totals,,1468223,29286,1438937,1.99,98.01
07/23/2023 07:45 PM,07/23/2023 03:45 PM,region,Arecibo,177369,271,177098,0.15,99.85
07/23/2023 07:45 PM,07/23/2023 03:45 PM,region,Bayamon,216496,12589,203907,5.81,94.19
07/23/2023 07:45 PM,07/23/2023 03:45 PM,region,Carolina,141663,1,141662,0.0,100.0
07/23/2023 07:45 PM,07/23/2023 03:45 PM,region,Caguas,250514,267,250247,0.11,99.89
07/23/2023 07:45 PM,07/23/2023 03:45 PM,region,Mayaguez,216605,13198,203407,6.09,93.91
07/23/2023 07:45 PM,07/23/2023 03:45 PM,region,Ponce,212508,82,212426,0.04,99.96
07/23/2023 07:45 PM,07/23/2023 03:45 PM,region,San Juan,253068,2878,250190,1.14,98.86
07/23/2023 07:46 PM,07/23/2023 03:45 PM,totals,,1468223,29286,1438937,1.99,98.01
07/23/2023 07:46 PM,07/23/2023 03:45 PM,region,Arecibo,177369,271,177098,0.15,99.85
07/23/2023 07:46 PM,07/23/2023 03:45 PM,region,Bayamon,216496,12589,203907,5.81,94.19
07/23/2023 07:46 PM,07/23/2023 03:45 PM,region,Carolina,141663,1,141662,0.0,100.0
07/23/2023 07:46 PM,07/23/2023 03:45 PM,region,Caguas,250514,267,250247,0.11,99.89
07/23/2023 07:46 PM,07/23/2023 03:45 PM,region,Mayaguez,216605,13198,203407,6.09,93.91
07/23/2023 07:46 PM,07/23/2023 03:45 PM,region,Ponce,212508,82,212426,0.04,99.96
07/23/2023 07:46 PM,07/23/2023 03:45 PM,region,San Juan,253068,2878,250190,1.14,98.86
07/23/2023 07:50 PM,07/23/2023 03:50 PM,totals,,1468223,30140,1438083,2.05,97.95
07/23/2023 07:50 PM,07/23/2023 03:50 PM,region,Arecibo,177369,271,177098,0.15,99.85
07/23/2023 07:50 PM,07/23/2023 03:50 PM,region,Bayamon,216496,13086,203410,6.04,93.96
07/23/2023 07:50 PM,07/23/2023 03:50 PM,region,Carolina,141663,1,141662,0.0,100.0
